event_1,event_2,label,dup_type,char_sim,norm_sim,jaccard,len_1,len_2,tok_1,tok_2,len_diff,tok_diff,same_action,same_domain
tap_operation_sign_wait_click,history_action_blocking_user_submit,0,not_duplicate,0.3438,0.3438,0.0,29,35,5,5,6,0,0,0
currency_payments_ved_codes_screen_view,currency_ved_payments_codes_screen_view,1,permutation,0.8974,0.8974,1.0,39,39,6,6,0,0,1,1
cc2_card_release_success,open_brokerage_account_with_purchase_process_info_click,0,not_duplicate,0.3038,0.3038,0.0,24,55,4,8,31,4,0,0
change_pin_code_confirm_submit,digital_profile_landing_submit_click,0,not_duplicate,0.3333,0.3333,0.1111,30,36,5,5,6,0,0,0
chatv3_image_menu_delete_click,mvno_registration_mnp_number_confirm_click,0,not_duplicate,0.3889,0.3889,0.1,30,42,5,6,12,1,1,0
investment_account_close_ghost_offer_click,widget_stories_widget_click,0,not_duplicate,0.2899,0.2899,0.125,42,27,6,4,15,2,1,0
osago_success_success,pay_routing_page_pay_iframe_screen_view,0,not_duplicate,0.3,0.3,0.0,21,39,3,7,18,4,0,0
abm_acq_form_step_2_impression,abm_acq_form_step_2_shown,1,synonym,0.8364,0.8364,0.7143,30,25,6,6,5,0,0,1
retention_retention_repeated_offer_success,retention_retention_repeated_deal_confirm,1,semantic,0.7711,0.7711,0.3333,42,41,5,5,1,0,0,1
navigation_bar_scanner_click,rate_settings_conf_lpr_pop_up_alert_screen_view,0,not_duplicate,0.3467,0.3467,0.0,28,47,4,9,19,5,0,0
widget_dashboard_info_banner_click,widget_dashboard_info_banner_click,1,exact,1.0,1.0,1.0,34,34,5,5,0,0,1,1
activation_retention_activation_multioffer_choose,carousel_for_you_sidepanel_click,0,not_duplicate,0.1728,0.1728,0.0,49,32,5,5,17,0,0,0
change_of_ddu_data_screen_error_view,change_of_ddu_data_screen_error_view,1,exact,1.0,1.0,1.0,36,36,7,7,0,0,1,1
referral_referrals_widget_screen_view,app_splash_app_theme_open,0,not_duplicate,0.1935,0.1935,0.0,37,25,5,5,12,0,0,0
personal_account_mvno_about_click,personal_acocunt_mvno_about_click,1,typo,0.9697,0.9697,0.6667,33,33,5,5,0,0,1,1
branch_operations_details_view,branch_operations_detalis_view,1,typo,0.9667,0.9667,0.6,30,30,4,4,0,0,1,1
bil_not_found_inn_view_screen_view,bil_not_found_inn_view_screen_display,1,synonym,0.8732,0.8732,0.8571,34,37,7,7,3,0,0,1
device_manage_reasons_list_click,loan_refinancing_landing_back_button_click,0,not_duplicate,0.3784,0.3784,0.1,32,42,5,6,10,1,1,0
currency_payments_ved_purpose_odes_screen_view,forex_payments_ved_purpose_odes_tab_view,1,semantic,0.7907,0.7907,0.5556,46,40,7,7,6,0,1,0
universal_offer_lpr_alert_error,universal_deal_lpr_alert_failure,1,semantic,0.7302,0.7302,0.4286,31,32,5,5,1,0,0,1
goskey_nep_sign_success,loan_refinancing_check_again_back_button_click,0,not_duplicate,0.1739,0.1739,0.0,23,46,4,7,23,3,0,0
accepted_offers_confirmation_screen_sign,tap_operation_sign_wait_click,0,not_duplicate,0.4638,0.4638,0.1111,40,29,5,5,11,0,0,0
my_documents_document_data_back_button_view,data_documents_document_my_back_button_view,1,permutation,0.8605,0.8605,1.0,43,43,7,7,0,0,1,0
personal_manager_change_office_reason_select,office_manager_change_personal_reason_select,1,permutation,0.7273,0.7273,1.0,44,44,6,6,0,0,1,0
list_of_signed_documents_list_update,compliance_error_communal_error_click,0,not_duplicate,0.3014,0.3014,0.0,36,37,6,5,1,1,0,0
piggy_bank_piggy_bank_button_click,piggy_bank_piggy_bank_button_press,1,synonym,0.8529,0.8529,0.6,34,34,6,6,0,0,0,1
ruble_payment_nonresident_comment_field_click,ruble_payment_nonresident_comment_field_touch,1,synonym,0.9111,0.9111,0.7143,45,45,6,6,0,0,0,1
scheduled_statement_list_open,statement_scheduled_list_open,1,permutation,0.6552,0.6552,1.0,29,29,4,4,0,0,1,0
paycontrol_registration_authorization_request,games_spend_click,0,not_duplicate,0.0968,0.0968,0.0,45,17,4,3,28,1,0,0
codeword_change_form_error_button_click,codewordchangeformerrorbuttonclick,1,case,0.9315,0.9315,0.0,39,34,6,1,5,5,0,0
dom_main_page_editor_click,dom main page editor click,1,case,0.8462,1.0,0.0,26,26,5,1,0,4,0,0
polling_screen_polling_attempt_success_finish,contact_with_bank_screen_back_click,0,not_duplicate,0.35,0.35,0.1,45,35,6,6,10,0,0,0
trade_acquiring_cabinet_banner_click,trade_acquiring_cabinet_ad_press,1,semantic,0.7647,0.7647,0.4286,36,32,5,5,4,0,0,1
app_theme_back_click,app_back_theme_click,1,permutation,0.75,0.75,1.0,20,20,4,4,0,0,1,1
savings_goal_goal_widget_view,savings_saving_saving_widget_open,1,semantic,0.6452,0.6452,0.3333,29,33,5,5,4,0,0,1
travel_loyalty_activate_button_click,travel_loyalty_activate_button_click,1,exact,1.0,1.0,1.0,36,36,5,5,0,0,1,1
marketplace_screen_view,settings_activate_code_confirm_submit,0,not_duplicate,0.2667,0.2667,0.0,23,37,3,5,14,2,0,0
open_investbox_operation_success,open_investboox_operation_success,1,typo,0.9846,0.9846,0.6,32,33,4,4,1,0,1,1
check_notifications_unsubscribe_popup_button_click,check_notifications_unsubscribe_popup_button_lick,1,typo,0.9899,0.9899,0.7143,50,49,6,6,1,0,0,1
premium_service_aclub_premium_status_click,premium_service_aclub_premium_status_press,1,synonym,0.881,0.881,0.6667,42,42,6,6,0,0,0,1
games_offer_impression,games_offer_displayed,1,synonym,0.6977,0.6977,0.5,22,21,3,3,1,0,0,1
personal_templates_updated_click,personal_templates_updated_tap,1,synonym,0.871,0.871,0.6,32,30,4,4,2,0,0,1
offer_with_configuration_lpr_result_screen_error,permissions_notifications_permission_screen_click,0,not_duplicate,0.4948,0.4948,0.0909,48,49,7,5,1,2,0,0
cashback_statistics_chart_text_click,cashback_sstatistics_chart_text_click,1,typo,0.9863,0.9863,0.6667,36,37,5,5,1,0,1,1
personal_insurance_account_faq_click,banner_ghost_account_click,0,not_duplicate,0.5484,0.5484,0.2857,36,26,5,4,10,1,1,0
statement_export_succeed_statement_view,transactions_export_succeed_transactions_view,1,semantic,0.6429,0.6429,0.6,39,45,5,5,6,0,1,0
self_install_next_click,self_install_next_click,1,exact,1.0,1.0,1.0,23,23,4,4,0,0,1,1
ui_action_view_additional_services_submit,chat_with_bank_members_limit_error,0,not_duplicate,0.3467,0.3467,0.0,41,34,6,6,7,0,0,0
codeword_change_form_error_screen_view,all_payments_carousel_scroll,0,not_duplicate,0.303,0.303,0.0,38,28,6,4,10,2,0,0
offer_with_configuration_lpr_executor_button_click,device_manage_passcode_forgotten_click,0,not_duplicate,0.3864,0.3864,0.0909,50,38,7,5,12,2,1,0
my_products_list_screen_apply,operations_history_error_loading_operations_error,0,not_duplicate,0.2821,0.2821,0.0,29,49,5,6,20,1,0,0
compensation_additional_compensation_impression,compensation_additional_compensation_displayed,1,synonym,0.8602,0.8602,0.5,47,46,4,4,1,0,0,1
deposit_confirm_deposit_pds_info_click,self_employed_instructions_screen_view,0,not_duplicate,0.2105,0.2105,0.0,38,38,6,5,0,1,0,0
credit_sb_abm_comment_edit,credit_sb_abm_comment_modify,1,synonym,0.8889,0.8889,0.6667,26,28,5,5,2,0,0,1
rko_save_changes_success,rkosavechangessuccess,1,case,0.9333,0.9333,0.0,24,21,4,1,3,3,0,0
credit_sb_abm_birth_place_edit,credit_ssb_abm_birth_place_edit,1,typo,0.9836,0.9836,0.7143,30,31,6,6,1,0,1,1
debt_section_call_to_bank_click,debt_section_call_to_bank_tap,1,synonym,0.8667,0.8667,0.7143,31,29,6,6,2,0,0,1
salary_moneybox_info_sheet_click,precious_metals_showcase_showcase_coins_order_info_click,0,not_duplicate,0.3864,0.3864,0.2,32,56,5,8,24,3,1,0
style_selection_screen_view,welcome_stories_banner_impression,0,not_duplicate,0.3,0.3,0.0,27,33,4,4,6,0,0,0
tariff_view_promotions_show,TARIFF_VIEW_PROMOTIONS_SHOW,1,case,0.1111,1.0,0.0,27,27,4,4,0,0,0,0
individual_debit_trainer_click,individual_trainer_debit_click,1,permutation,0.8,0.8,1.0,30,30,4,4,0,0,1,1
dpz_insurance_document_click,option_services_subscription_button_show,0,not_duplicate,0.3235,0.3235,0.0,28,40,4,5,12,1,0,0
currency_control_ved_contracts_list_view,ruble_payment_nonresident_urgency_field_click,0,not_duplicate,0.3059,0.3059,0.0,40,45,6,6,5,0,0,0
main_metrics_page_page_view,stories_pages_redesign_pages_click,0,not_duplicate,0.5246,0.5246,0.0,27,34,5,5,7,0,0,0
payments_catalogue_providers_list_impression,external_card_details_main_screen_view,0,not_duplicate,0.2927,0.2927,0.0,44,38,5,6,6,1,0,0
self_employed_marketplace_questionnaire_contacts_next_click,self_employed_marketplace_questionnaire_contacts_next_touch,1,synonym,0.9322,0.9322,0.75,59,59,7,7,0,0,0,1
stories_banner_redesign_banner_impression,stories_banner_redesign_banner_impression,1,exact,1.0,1.0,1.0,41,41,5,5,0,0,1,1
mvno_registration_sim_card_type_screen_view,main_screen_error_screen_view,0,not_duplicate,0.5278,0.5278,0.2222,43,29,7,5,14,2,1,0
notifications_settings_open,support_chat_file_send,0,not_duplicate,0.3265,0.3265,0.0,27,22,3,4,5,1,0,0
history_action_disable_user_click,historyActionDisableUserClick,1,case,0.8065,1.0,0.0,33,29,5,1,4,4,0,0
x5_showcase_ghost_click,pay_routing_page_resend_button_click,0,not_duplicate,0.4407,0.4407,0.1111,23,36,4,6,13,2,1,0
promocode_details_faq_click,kpn_application_lpr_application_open,0,not_duplicate,0.1905,0.1905,0.0,27,36,4,5,9,1,0,0
bil_amount_input_enter,bil_amount_input_type,1,synonym,0.8372,0.8372,0.6,22,21,4,4,1,0,0,1
paycontrol_registration_banner_close,paycontrol_registration_banner_close,1,exact,1.0,1.0,1.0,36,36,4,4,0,0,1,1
mb_connect_connect_success_open,mb_success_connect_connect_open,1,permutation,0.7419,0.7419,1.0,31,31,5,5,0,0,1,1
personal_account_mvno_tariff_remains_sms_click,option_services_tariff_download_get,0,not_duplicate,0.321,0.321,0.0909,46,35,7,5,11,2,0,0
onboarding_mmb_onboarding_scenario_start,scenario_mmb_onboarding_onboarding_start,1,permutation,0.75,0.75,1.0,40,40,5,5,0,0,1,0
bil_first_conditions_view_click,ksp_early_repayment_step_zero_aa_screen_view,0,not_duplicate,0.3467,0.3467,0.0833,31,44,5,8,13,3,0,0
payments_details_template_button_click,accepted_offers_main_screen_click,0,not_duplicate,0.4507,0.4507,0.1111,38,33,5,5,5,0,1,0
currency_exchange_ved_create_operation_screen_view,open_brokerage_account_with_purchase_commission_info_click,0,not_duplicate,0.2963,0.2963,0.0,50,58,7,8,8,1,0,0
personal_account_mvno_tariff_remains_sms_click,ui_action_cancel_change_tariff_sign_document_success,0,not_duplicate,0.4082,0.4082,0.0714,46,52,7,8,6,1,0,0
open_account_page_document_click,open_account_page_document_press,1,synonym,0.8438,0.8438,0.6667,32,32,5,5,0,0,0,1
rate_settings_conf_lpr_chat_click,rate_settings_conf_lpr_chat_click,1,exact,1.0,1.0,1.0,33,33,6,6,0,0,1,1
benefits_section_click,settings_accelerometer_request_permissions_click,0,not_duplicate,0.4286,0.4286,0.1429,22,48,3,5,26,2,1,0
chatv3_voice_assistant_finish,assistant_voice_chatv3_finish,1,permutation,0.5517,0.5517,1.0,29,29,4,4,0,0,1,0
prelogin_lpr_network_error_error,prelogin_lpr_network_error_error,1,exact,1.0,1.0,1.0,32,32,5,5,0,0,1,1
abm_acq_sbp_form_manager_emale_error,customize_widget_my_products_error_view,0,not_duplicate,0.2933,0.2933,0.0833,36,39,7,6,3,1,0,0
tariff_view_tariff_view_button_show,my_products_widget_view,0,not_duplicate,0.2414,0.2414,0.1429,35,23,6,4,12,2,0,0
guarantee_lpr_screen_guarantee_open,mb_connect_connect_fail_open,0,not_duplicate,0.2222,0.2222,0.1429,35,28,5,5,7,0,1,0
chatv3_dynamic_field_get,chatv3_dynamic_field_gte,1,typo,0.9583,0.9583,0.6,24,24,4,4,0,0,0,1
edit_saving_account_confirmation_screen_sign,edit_saving_account_confirmation_screen_sign,1,exact,1.0,1.0,1.0,44,44,6,6,0,0,1,1
chatv3_file_click,chstv3_file_click,1,typo,0.9412,0.9412,0.5,17,17,3,3,0,0,1,0
id_login_start,change_phone_decline_screen_view,0,not_duplicate,0.3043,0.3043,0.0,14,32,3,5,18,2,0,0
currency_payments_ved_currency_payments_list_scroll,abm_advertisements_banner_close,0,not_duplicate,0.2927,0.2927,0.0,51,31,7,4,20,3,0,0
cc2_step_2_confirm,2_step_cc2_confirm,1,permutation,0.8889,0.8889,1.0,18,18,4,4,0,0,1,0
change_pin_basic_button_click,change_pin_basic_link_tap,1,semantic,0.7407,0.7407,0.4286,29,25,5,5,4,0,0,1
check_notifications_subscribe_button_click,cheeck_notifications_subscribe_button_click,1,typo,0.9882,0.9882,0.6667,42,43,5,5,1,0,1,0
level_owner_choose_withdraw_account_impression,new_accumulations_click,0,not_duplicate,0.3478,0.3478,0.0,46,23,6,3,23,3,0,0
prelogin_lpr_product_click,prelogin_lpr_product_select,1,synonym,0.8302,0.8302,0.6,26,27,4,4,1,0,0,1
cashback_categories_details_click,cashback_categories_details_click,1,exact,1.0,1.0,1.0,33,33,4,4,0,0,1,1
navigation_bar_search_click,navigation_bar_search_click,1,exact,1.0,1.0,1.0,27,27,4,4,0,0,1,1
subscription_owner_account_validate_error_screen_view,currency_control_ved_vbk_file_generation_button_click,0,not_duplicate,0.283,0.283,0.0,53,53,7,8,0,1,0,0
ppf_insurance_processing_sign,ppf_insuranc_processing_sign,1,typo,0.9825,0.9825,0.6,29,28,4,4,1,0,1,1
partners_promotions_banner_click,partners_promotions_offer_select,1,semantic,0.75,0.75,0.3333,32,32,4,4,0,0,0,1
partners_promotions_main_screen_view,leasing_application_lpr_application_open,0,not_duplicate,0.3421,0.3421,0.0,36,40,5,5,4,0,0,0
savings_goal_settings_click,savings_settings_goal_click,1,permutation,0.6667,0.6667,1.0,27,27,4,4,0,0,1,1
payments_catalogue_providers_list_impression,PaymentsCatalogueProvidersListImpression,1,case,0.8333,1.0,0.0,44,40,5,1,4,4,0,0
ui_action_get_available_tariff_submit,ui_action_get_available_ariff_submit,1,typo,0.9863,0.9863,0.7143,37,36,6,6,1,0,1,1
investments_account_closure_screen_view,millionaire_landing_landing_new_screen_view,0,not_duplicate,0.3659,0.3659,0.25,39,43,5,6,4,1,1,0
currency_payments_ved_meaning_field_click,id_consent_otp_renew_click,0,not_duplicate,0.3284,0.3284,0.1,41,26,6,5,15,1,1,0
new_profile_settings_click_click,daily_pay_usage_unsuccessful_confirmation_screen_screen_view,0,not_duplicate,0.0652,0.0652,0.0,32,60,5,8,28,3,0,0
travel_loyalty_privilege_details_button_click,travel_loyalty_privilege_details_button_tap,1,synonym,0.9091,0.9091,0.7143,45,43,6,6,2,0,0,1
cc2_metro_screen_view,cc2_metro_screen_see,1,synonym,0.878,0.878,0.6,21,20,4,4,1,0,0,1
passcode_manage_suggestion_view,partners_promotions_split_screen_screen_view,0,not_duplicate,0.3733,0.3733,0.125,31,44,4,6,13,2,1,0
prelogin_lpr_confirm_btm_confirmation_s_click,PRELOGIN_LPR_CONFIRM_BTM_CONFIRMATION_S_CLICK,1,case,0.1333,1.0,0.0,45,45,7,7,0,0,0,0
dom_address_button_click,dom_address_btn_tap,1,semantic,0.7442,0.7442,0.3333,24,19,4,4,5,0,0,1
option_services_create_option_status_change_create,polling_screen_polling_attepmed_succsess_finish,0,not_duplicate,0.3711,0.3711,0.0,50,47,7,6,3,1,0,0
opening_an_escrow_account_sign_process_error,OpeningAnEscrowAccountSignProcessError,1,case,0.7561,1.0,0.0,44,38,7,1,6,6,0,0
cancel_change_tariff_cancel_change_tariff_sign_document_success,bonus_rate_up_landing_new_click,0,not_duplicate,0.1489,0.1489,0.0,63,31,9,6,32,3,0,0
statement_export_succeed_statement_open,statement export succeed statement open,1,case,0.8974,1.0,0.0,39,39,5,1,0,4,0,0
passport_page_button_different_type_of_code_click,PassportPageButtonDifferentTypeOfCodeClick,1,case,0.7473,1.0,0.0,49,42,8,1,7,7,0,0
bil_sms_confirmation_screen_view,level_owner_alternative_set_impression,0,not_duplicate,0.2571,0.2571,0.0,32,38,5,5,6,0,0,0
free_charge_conditions_activate_client_option_with_auto_prolongation_and_free_charge_conditions_activate,bil_premfo_polling_click,0,not_duplicate,0.1406,0.1406,0.0,104,24,14,4,80,10,0,0
profile_active_session_click,deeplink_webview_navigation_error,0,not_duplicate,0.3279,0.3279,0.0,28,33,4,4,5,0,0,0
tin_validation_error_error,style_selection_accept_button_click,0,not_duplicate,0.3607,0.3607,0.0,26,35,4,5,9,1,0,0
support_chat_selector_send,support_chat_selector_click,1,semantic,0.8302,0.8302,0.6,26,27,4,4,1,0,0,1
dom_my_addresses_delete_click,dom_my_addresses_deleet_click,1,typo,0.9655,0.9655,0.6667,29,29,5,5,0,0,1,1
abm_ecom_cabinet_how_start_work_hyperlink,abm_cabinet_ecom_how_start_work_hyperlink,1,permutation,0.878,0.878,1.0,41,41,7,7,0,0,1,1
safebox_result_success,safebox_reslut_success,1,typo,0.9545,0.9545,0.5,22,22,3,3,0,0,1,1
trade_acquiring_cabinet_trade_spot_impression,survey_welcome_open,0,not_duplicate,0.125,0.125,0.0,45,19,6,3,26,3,0,0
style_selection_character_select,onboarding_screen_article_action_close,0,not_duplicate,0.4,0.4,0.0,32,38,4,5,6,1,0,0
credit_sb_abm_credit_product_click,dpz_insurance_purchase_success,0,not_duplicate,0.25,0.25,0.0,34,30,6,4,4,2,0,0
aml_details_confirmation_screen_view,aml_details_confirmation_screen_view,1,exact,1.0,1.0,1.0,36,36,5,5,0,0,1,1
ruble_payment_nonresident_final_action_button_click,ruble_final_nonresident_payment_action_button_click,1,permutation,0.8039,0.8039,1.0,51,51,7,7,0,0,1,1
currency_exchange_ved_no_connection_screen_view,crurency_exchange_ved_no_connection_screen_view,1,typo,0.9787,0.9787,0.75,47,47,7,7,0,0,1,0
savings_goal_settings_screen_view,currency_exchange_ved_operations_details_view,0,not_duplicate,0.359,0.359,0.1,33,45,5,6,12,1,1,0
personal_manager_rate_reason_select,id_consent_otp_renew_click,0,not_duplicate,0.3607,0.3607,0.0,35,26,5,5,9,0,0,0
widget_dashboard_error_view,WIDGETDASHBOARDERRORVIEW,1,case,0.0,0.9412,0.0,27,24,4,1,3,3,0,0
check_notifications_back_button_click,subscription_owner_confirmation_screen_view,0,not_duplicate,0.375,0.375,0.0,37,43,5,5,6,0,0,0
operator_instructions_options_click,restructuring_bil_final_check_click,0,not_duplicate,0.5143,0.5143,0.125,35,35,4,5,0,1,1,0
payments_list_delete_button_click,payments_catalogue_subcategories_list_open,0,not_duplicate,0.4267,0.4267,0.25,33,42,5,5,9,0,0,1
tap_event_start,payslips_error_click,0,not_duplicate,0.2857,0.2857,0.0,15,20,3,3,5,0,0,0
support_chat_message_deep_link_click,support_chat_message_deep_link_click,1,exact,1.0,1.0,1.0,36,36,6,6,0,0,1,1
x5_payments_communal_button_click,x5_ayments_communal_button_click,1,typo,0.9846,0.9846,0.6667,33,32,5,5,1,0,1,1
cc2_telephone_enter,ksp_early_repayment_step_two_bd_confirm,0,not_duplicate,0.3448,0.3448,0.0,19,39,3,7,20,4,0,0
combo_card_credit_limit_accept_combo_screen_view,combo_plastic_credit_threshold_accept_combo_screen_view,1,semantic,0.7961,0.7961,0.5556,48,55,8,8,7,0,1,1
loan_refinancing_sms_screen_view,loan_refinancing_sms_screen_vview,1,typo,0.9846,0.9846,0.6667,32,33,5,5,1,0,0,1
paycontrol_deletion_delete_key_cancel,payconrol_deletion_delete_key_cancel,1,typo,0.9863,0.9863,0.6667,37,36,5,5,1,0,1,0
create_document_event_create,pay_routing_page_reopen_online_click,0,not_duplicate,0.1875,0.1875,0.0,28,36,4,6,8,2,0,0
debt_refinancing_error_screen_screen_view,open_invest_account_benefit_click,0,not_duplicate,0.2432,0.2432,0.0,41,33,6,5,8,1,0,0
id_consent_otp_form_screen_view,id_consent_pin_data_screen_view,1,semantic,0.7742,0.7742,0.5,31,31,6,6,0,0,1,1
scheduled_statement_edition_from_open,edition_statement_scheduled_from_open,1,permutation,0.6757,0.6757,1.0,37,37,5,5,0,0,1,0
dpz_insurance_address_continue_click,deposit_calculator_main_screen_select_currency,0,not_duplicate,0.2439,0.2439,0.0,36,46,5,6,10,1,0,0
premium_insurance_document_click,support_chat_search_result_click,0,not_duplicate,0.375,0.375,0.125,32,32,4,5,0,1,1,0
payslips_get_pdf_press,payslips_get_pdf_press,1,exact,1.0,1.0,1.0,22,22,4,4,0,0,1,1
device_manage_reasons_list_click,device_manage_reasons_list_press,1,synonym,0.8438,0.8438,0.6667,32,32,5,5,0,0,0,1
rate_settings_conf_lpr_screen_screen_view,ratesettingsconflprscreenscreenview,1,case,0.9211,0.9211,0.0,41,35,7,1,6,6,0,0
companies_hub_tasks_view,kpn_application_lpr_send_button_click,0,not_duplicate,0.1967,0.1967,0.0,24,37,4,6,13,2,0,0
marketplace_carousel_card_finish,marketplacecarouselcardfinish,1,case,0.9508,0.9508,0.0,32,29,4,1,3,3,0,0
premium_service_only_premium_status_impression,Premium-Service-Only-Premium-Status-Impression,1,case,0.7609,1.0,0.0,46,46,6,1,0,5,0,0
promocodes_welcome_page_details_click,voice_of_client_pop_up_error,0,not_duplicate,0.2462,0.2462,0.0,37,28,5,6,9,1,0,0
banner_ghost_account_impression,cc2_step_1_confirm,0,not_duplicate,0.3673,0.3673,0.0,31,18,4,4,13,0,0,0
mb_connect_loader_error,phone_bank_transfer_banner_impression,0,not_duplicate,0.3,0.3,0.0,23,37,4,5,14,1,0,0
passport_page_button_login_and_password_click,mb_connect_multibank_list_load,0,not_duplicate,0.2933,0.2933,0.0,45,30,7,5,15,2,0,0
user_settings_swape_favourite_click,user settings swape favourite click,1,case,0.8857,1.0,0.0,35,35,5,1,0,4,0,0
cc2_delivery_method_click,cc2_method_delivery_click,1,permutation,0.72,0.72,1.0,25,25,4,4,0,0,1,1
pay_ecom_order_open,pay_ceom_order_open,1,typo,0.9474,0.9474,0.6,19,19,4,4,0,0,1,1
my_products_filters_bottom_sheet_click,my_products_filters_bottom_sheet_apply,1,semantic,0.8947,0.8947,0.7143,38,38,6,6,0,0,0,1
precious_metals_showcase_showcase_coins_order_click,precious_metals_showcase_showcase_coins_order_click,1,exact,1.0,1.0,1.0,51,51,7,7,0,0,1,1
sign_lpr_button_click,card_order_third_party_birth_certificate_details_screen_view,0,not_duplicate,0.0988,0.0988,0.0,21,60,4,9,39,5,0,0
self_employed_change_permissions_send_request_click,loan_refinancing_technical_window_back_button_click,0,not_duplicate,0.2941,0.2941,0.0769,51,51,7,7,0,0,1,0
prosalary_download_click,chat_with_bank_write_manager_click,0,not_duplicate,0.3448,0.3448,0.125,24,34,3,6,10,3,1,0
companies_hub_show_currency_click,revenue_notifications_ved_no_access_list_screen_view,0,not_duplicate,0.1647,0.1647,0.0,33,52,5,8,19,3,0,0
games_faq_click,games_faq_clivk,1,typo,0.9333,0.9333,0.5,15,15,3,3,0,0,0,1
self_employed_pay_tax_screen_view,change_of_ddu_data_sign_document_view,0,not_duplicate,0.5143,0.5143,0.0833,33,37,6,7,4,1,1,0
subscription_manager_open_from_card_description_click,subscription_manager_open_fron_card_description_click,1,typo,0.9811,0.9811,0.75,53,53,7,7,0,0,1,1
mvno_registration_polling_screen_view,mvno_registration_polling_screen_show,1,synonym,0.9189,0.9189,0.6667,37,37,5,5,0,0,0,1
loan_refinancing_deny_relend_screen_view,lian_refinancing_deny_relend_screen_view,1,typo,0.975,0.975,0.7143,40,40,6,6,0,0,1,0
card_order_third_party_client_card_click,cardOrderThirdPartyClientCardClick,1,case,0.7568,1.0,0.0,40,34,7,1,6,6,0,0
list_deals_cib_error_event_error,list_deals_cib_error_eventt_error,1,typo,0.9846,0.9846,0.6667,32,33,6,6,1,0,1,1
premium_order_bonus_detail_click,tariff_view_promotions_view,0,not_duplicate,0.3051,0.3051,0.0,32,27,5,4,5,1,0,0
operations_filters_period_click,bil_premfo_polling_click,0,not_duplicate,0.4364,0.4364,0.1429,31,24,4,4,7,0,1,0
client_limit_metrics_edit_limit_button_click,client_max_metrics_edit_threshold_button_touch,1,semantic,0.7111,0.7111,0.4444,44,46,7,7,2,0,0,1
notification_center_notification_open,universal_offer_lpr_send_button_click,0,not_duplicate,0.2703,0.2703,0.0,37,37,4,6,0,2,0,0
currency_control_ved_contract_creation_final_screen_view,trade_acquiring_delivery_delivery_click,0,not_duplicate,0.2105,0.2105,0.0,56,39,8,5,17,3,0,0
smart_limits_faq_ok_click,SmartLimitsFaqOkClick,1,case,0.6957,1.0,0.0,25,21,5,1,4,4,0,0
pay_ecom_order_create,pay_eccom_order_create,1,typo,0.9767,0.9767,0.6,21,22,4,4,1,0,1,1
credit_payments_select,credit_payments_select,1,exact,1.0,1.0,1.0,22,22,3,3,0,0,1,1
widget_onboarding_products_widget_click,onboarding_widget_products_widget_click,1,permutation,0.8205,0.8205,1.0,39,39,5,5,0,0,1,0
loan_refinancing_continue_button_click,x5_auth_sms_send,0,not_duplicate,0.1481,0.1481,0.0,38,16,5,4,22,1,0,0
mvno_registration_mnp_date_confirm_click,MVNO_REGISTRATION_MNP_DATE_CONFIRM_CLICK,1,case,0.125,1.0,0.0,40,40,6,6,0,0,0,0
referral_faq_click,currency_payments_ved_delete_code_button_click,0,not_duplicate,0.3438,0.3438,0.1111,18,46,3,7,28,4,1,0
bil_refusal_view_screen_view,issued_bills_bill_screen_view,0,not_duplicate,0.5965,0.5965,0.2857,28,29,5,5,1,0,1,0
sms_sign_settings_open,sms_sign_settings_open,1,exact,1.0,1.0,1.0,22,22,4,4,0,0,1,1
abm_ecom_cabinet_regular_api_click,operations_history_discard_click,0,not_duplicate,0.3939,0.3939,0.1111,34,32,6,4,2,2,1,0
orange_offer_open,millionaire_landing_landing_new_screen_view,0,not_duplicate,0.3333,0.3333,0.0,17,43,3,6,26,3,0,0
bonus_rate_up_landing_maintain_click,bonus_rate_up_landing_maintani_click,1,typo,0.9722,0.9722,0.7143,36,36,6,6,0,0,1,1
investbox_auto_replenishment_onboarding_info_click,self_employed_check_fail_screen_view,0,not_duplicate,0.186,0.186,0.0,50,36,6,6,14,0,0,0
id_consent_no_otp_button_click,id_consent_no_otp_buttno_click,1,typo,0.9667,0.9667,0.7143,30,30,6,6,0,0,1,1
safeboxes_details_screen_view,safeboxes_info_view_see,1,semantic,0.6538,0.6538,0.3333,29,23,4,4,6,0,0,1
main_metrics_page_page_view,main_metrics_page_page_vview,1,typo,0.9818,0.9818,0.6,27,28,5,5,1,0,0,1
piggy_bank_withdrawal_button_click,geo_map_search_result_error,0,not_duplicate,0.2295,0.2295,0.0,34,27,5,5,7,0,0,0
promocode_details_information_button_click,chat_with_bank_search_in_dialogue_click,0,not_duplicate,0.321,0.321,0.0909,42,39,5,7,3,2,1,0
osago_skip_step_click,osago_step_skip_click,1,permutation,0.8095,0.8095,1.0,21,21,4,4,0,0,1,1
sign_lpr_button_click,profit_chunk_click,0,not_duplicate,0.5641,0.5641,0.1667,21,18,4,3,3,1,1,0
my_products_error_screen_view,my_error_products_screen_view,1,permutation,0.7931,0.7931,1.0,29,29,5,5,0,0,1,1
abm_acq_sbp_form_send_request_impression,abm_acq_instant_fields_send_request_impression,1,semantic,0.814,0.814,0.5556,40,46,7,7,6,0,1,1
ai_summarizer_chat_button_click,codeword_change_form_error_screen_view,0,not_duplicate,0.2899,0.2899,0.0,31,38,5,6,7,1,0,0
